"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Create course","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","Edit course","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","test_regression_case","tests.pytest","Thu Dec 25 10:31:27 UTC 2025","passed","Thu Dec 25 10:31:27 UTC 2025","","test_markers","",""
"","0","Edit course","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","test_login","tests.pytest","Thu Dec 25 10:31:27 UTC 2025","passed","Thu Dec 25 10:31:27 UTC 2025","TestUserAuthentication","test_markers","",""
"","0","Registration with correct email, username and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Registration","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
"","0","Registration with correct email, username and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Registration","Authentication","",""
"","0","Check displaying of dashboard page","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Dashboard","Dashboard","",""
"","0","Check displaying of empty courses list","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","Check displaying of empty courses list","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","Registration with correct email, username and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Registration","Authentication","",""
"","0","Navigation from login page to registration page","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
"","0","Navigation from login page to registration page","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
"","0","Create course","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
"","0","User login with correct email and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","Check displaying of empty courses list","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","Check displaying of dashboard page","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Dashboard","Dashboard","",""
"","0","User login with correct email and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","User login with correct email and password","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","Create course","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Courses","Courses","",""
"","0","Check displaying of dashboard page","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Dashboard","Dashboard","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:24 UTC 2025","broken","Thu Dec 25 10:31:24 UTC 2025","Authorization","Authentication","",""
"","0","Navigation from login page to registration page","LMS system","Thu Dec 25 10:31:26 UTC 2025","broken","Thu Dec 25 10:31:26 UTC 2025","Authorization","Authentication","",""
"","0","Edit course","LMS system","Thu Dec 25 10:31:27 UTC 2025","broken","Thu Dec 25 10:31:27 UTC 2025","Courses","Courses","",""
"","0","test_forgot_password_link","tests.pytest","Thu Dec 25 10:31:27 UTC 2025","passed","Thu Dec 25 10:31:27 UTC 2025","TestUserInterface","test_markers","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:24 UTC 2025","broken","Thu Dec 25 10:31:24 UTC 2025","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Thu Dec 25 10:31:25 UTC 2025","broken","Thu Dec 25 10:31:25 UTC 2025","Authorization","Authentication","",""
